,event_source_concept_id,event_source_type_concept_id
1723,K295,condition_occurrence
1724,H544,condition_occurrence
1725,F171,condition_occurrence
1726,S8220,condition_occurrence
1727,Z357,condition_occurrence
1728,A12BA51,drug_exposure_administration
1729,Z3908,condition_occurrence
1730,I309,condition_occurrence
1731,I859,condition_occurrence
1732,Y838,condition_occurrence
1733,NCCA012,procedure_occurrence
1734,M05BA08,drug_exposure_administration
1735,K701,condition_occurrence
1736,S4230,condition_occurrence
1737,AZQ+144,procedure_occurrence
1738,F408,condition_occurrence
1739,Z468,condition_occurrence
1740,F200,condition_occurrence
1741,M5437,condition_occurrence
1742,AHQP004,procedure_occurrence
1743,G934,condition_occurrence
1744,EBQM002,procedure_occurrence
1745,M7966,condition_occurrence
1746,M543,condition_occurrence
1747,S270,condition_occurrence
1748,F504,condition_occurrence
1749,A11CC06,drug_exposure_administration
1750,S7290,condition_occurrence
1751,D333,condition_occurrence
1752,Q211,condition_occurrence
1753,K560,condition_occurrence
1754,NZQN001,procedure_occurrence
1755,JGFE365,procedure_occurrence
1756,N06BC01,drug_exposure_administration
1757,QZMA001,procedure_occurrence
1758,LHQJ001,procedure_occurrence
1759,Z749,condition_occurrence
1760,J04AM02,drug_exposure_administration
1761,JNQM001,procedure_occurrence
1762,A047,condition_occurrence
1763,L899,condition_occurrence
1764,N01AX63,drug_exposure_administration
1765,I771,condition_occurrence
1766,V03AB23,drug_exposure_administration
1767,G02CB03,drug_exposure_administration
1768,NAQK007,procedure_occurrence
1769,YYYY088,procedure_occurrence
1770,Z904,condition_occurrence
1771,MKR+003,procedure_occurrence
1772,O698,condition_occurrence
1773,DELF005,procedure_occurrence
1774,C439,condition_occurrence
1775,N803,condition_occurrence
1776,H02AA02,drug_exposure_administration
1777,J09,condition_occurrence
1778,NKQ+284,procedure_occurrence
1779,L088,condition_occurrence
1780,F418,condition_occurrence
1781,Z514,condition_occurrence
1782,E854,condition_occurrence
1783,JKFA015,procedure_occurrence
1784,I483,condition_occurrence
1785,L02BX03,drug_exposure_administration
1786,F609,condition_occurrence
1787,EBFA016,procedure_occurrence
1788,HPPC002,procedure_occurrence
1789,H532,condition_occurrence
1790,F259,condition_occurrence
1791,O925,condition_occurrence
1792,I673,condition_occurrence
1793,HMPE001,procedure_occurrence
1794,J150,condition_occurrence
1795,R4701,condition_occurrence
1796,HLFA019,procedure_occurrence
1797,D868,condition_occurrence
1798,N03AF02,drug_exposure_administration
1799,ZZQX175,procedure_occurrence
1800,GFFA013,procedure_occurrence
1801,M159,condition_occurrence
1802,YYYY026,procedure_occurrence
1803,Z719,condition_occurrence
1804,NZQK005,procedure_occurrence
1805,Z5100,condition_occurrence
1806,GGPA002,procedure_occurrence
1807,N04BC09,drug_exposure_administration
1808,QZMA004,procedure_occurrence
1809,ALQ+114,procedure_occurrence
1810,E211,condition_occurrence
1811,DZQJ006,procedure_occurrence
1812,AKR+229,procedure_occurrence
1813,T913,condition_occurrence
1814,J14,condition_occurrence
1815,EHNE001,procedure_occurrence
1816,DGQH001,procedure_occurrence
1817,O820,condition_occurrence
1818,R17,condition_occurrence
1819,T827,condition_occurrence
1820,PER+118,procedure_occurrence
1821,M03BX05,drug_exposure_administration
1822,ZZQX151,procedure_occurrence
1823,I517,condition_occurrence
1824,Z931,condition_occurrence
1825,N19,condition_occurrence
1826,S0260,condition_occurrence
1827,Z099,condition_occurrence
1828,L304,condition_occurrence
1829,D02AB,drug_exposure_administration
1830,B980,condition_occurrence
1831,T905,condition_occurrence
1832,C182,condition_occurrence
1833,JMPA001,procedure_occurrence
1834,B378,condition_occurrence
1835,HMQH007,procedure_occurrence
1836,D350,condition_occurrence
1837,HPNC001,procedure_occurrence
1838,D520,condition_occurrence
1839,DEPF033,procedure_occurrence
1840,ZBQC001,procedure_occurrence
1841,F500,condition_occurrence
1842,ACHB001,procedure_occurrence
1843,C437,condition_occurrence
1844,R03AC18,drug_exposure_administration
1845,S3210,condition_occurrence
1846,Y420,condition_occurrence
1847,Z5188+01,condition_occurrence
1848,J9860,condition_occurrence
1849,E274,condition_occurrence
1850,Z431,condition_occurrence
1851,K592,condition_occurrence
1852,ALT+263,procedure_occurrence
1853,C541,condition_occurrence
1854,C03CA02,drug_exposure_administration
1855,ALT+220,procedure_occurrence
1856,ZGQ+286,procedure_occurrence
1857,C782,condition_occurrence
1858,D06BA01,drug_exposure_administration
1859,LHCA002,procedure_occurrence
1860,NZQH001,procedure_occurrence
1861,M201,condition_occurrence
1862,M255,condition_occurrence
1863,I422,condition_occurrence
1864,S0220,condition_occurrence
1865,G911,condition_occurrence
1866,JCPC001,procedure_occurrence
1867,ZCQK005,procedure_occurrence
1868,I610,condition_occurrence
1869,W199,condition_occurrence
1870,F1224,condition_occurrence
1871,JHQM001,procedure_occurrence
1872,QZEA020,procedure_occurrence
1873,Z8660,condition_occurrence
1874,K801,condition_occurrence
1875,G912,condition_occurrence
1876,O470,condition_occurrence
1877,S0210,condition_occurrence
1878,Z608,condition_occurrence
1879,EZMH001,procedure_occurrence
1880,M62898,condition_occurrence
1881,ZZQL007,procedure_occurrence
1882,G04CB02,drug_exposure_administration
1883,C07BB07,drug_exposure_administration
1884,I5001,condition_occurrence
1885,M313,condition_occurrence
1886,Z538,condition_occurrence
1887,K432,condition_occurrence
1888,DZQJ010,procedure_occurrence
1889,NKQ+295,procedure_occurrence
1890,I7080,condition_occurrence
1891,AHQB026,procedure_occurrence
1892,M145,condition_occurrence
1893,F1026,condition_occurrence
1894,J01CF04,drug_exposure_administration
1895,M6250,condition_occurrence
1896,APR+187,procedure_occurrence
1897,O600,condition_occurrence
1898,I519,condition_occurrence
1899,Y831,condition_occurrence
1900,G510,condition_occurrence
1901,QZJA012,procedure_occurrence
1902,F510,condition_occurrence
1903,J42,condition_occurrence
1904,ABJA003,procedure_occurrence
1905,DEPF012,procedure_occurrence
1906,NAQK023,procedure_occurrence
1907,F068,condition_occurrence
1908,C160,condition_occurrence
1909,A12CE02,drug_exposure_administration
1910,K318,condition_occurrence
1911,HHFA009,procedure_occurrence
1912,ZCQN002,procedure_occurrence
1913,K352,condition_occurrence
1914,D381,condition_occurrence
1915,L023,condition_occurrence
1916,DEQP008,procedure_occurrence
1917,GLLP007,procedure_occurrence
1918,MEKA008,procedure_occurrence
1919,ZCJA002,procedure_occurrence
1920,Z599,condition_occurrence
1921,F17200,condition_occurrence
1922,K122,condition_occurrence
1923,Z981,condition_occurrence
1924,C779,condition_occurrence
1925,O631,condition_occurrence
1926,I21400,condition_occurrence
1927,E6683,condition_occurrence
1928,L01EX09,drug_exposure_administration
1929,D27,condition_occurrence
1930,Z941,condition_occurrence
1931,EQQ+206,procedure_occurrence
1932,A162,condition_occurrence
1933,ANR+032,procedure_occurrence
1934,I620,condition_occurrence
1935,FCBP002,procedure_occurrence
1936,Z5910,condition_occurrence
1937,D252,condition_occurrence
1938,YYYY163,procedure_occurrence
1939,A418,condition_occurrence
1940,HLHH005,procedure_occurrence
1941,A10BD08,drug_exposure_administration
1942,S430,condition_occurrence
1943,JPGD001,procedure_occurrence
1944,R15,condition_occurrence
1945,M0590,condition_occurrence
1946,YYYY006,procedure_occurrence
1947,S6280,condition_occurrence
1948,I81,condition_occurrence
1949,L050,condition_occurrence
1950,GAMA007,procedure_occurrence
1951,G03DA04,drug_exposure_administration
1952,M100,condition_occurrence
1953,D510,condition_occurrence
1954,FCQX012,procedure_occurrence
1955,I607,condition_occurrence
1956,O814,condition_occurrence
1957,JKDC001,procedure_occurrence
1958,HJFA004,procedure_occurrence
1959,R160,condition_occurrence
1960,N06AX14,drug_exposure_administration
1961,G700,condition_occurrence
1962,PBQM004,procedure_occurrence
1963,M340,condition_occurrence
1964,GFQX006,procedure_occurrence
1965,D01AC60,drug_exposure_administration
1966,DDAF006,procedure_occurrence
1967,G402,condition_occurrence
1968,D06AX01,drug_exposure_administration
1969,T58,condition_occurrence
1970,NBCA005,procedure_occurrence
1971,A150,condition_occurrence
1972,E65,condition_occurrence
1973,N03AG02,drug_exposure_administration
1974,J869,condition_occurrence
1975,M053,condition_occurrence
1976,Y433,condition_occurrence
1977,EBQF004,procedure_occurrence
1978,D686,condition_occurrence
1979,LHR+050,procedure_occurrence
1980,M4826,condition_occurrence
1981,K729,condition_occurrence
1982,GELE005,procedure_occurrence
1983,D126,condition_occurrence
1984,D619,condition_occurrence
1985,ZGQ+217,procedure_occurrence
1986,G834,condition_occurrence
1987,O620,condition_occurrence
1988,M808,condition_occurrence
1989,K501,condition_occurrence
1990,O283,condition_occurrence
1991,L030,condition_occurrence
1992,DZQJ009,procedure_occurrence
1993,JCKE002,procedure_occurrence
1994,G407,condition_occurrence
1995,E790,condition_occurrence
1996,QELJ001,procedure_occurrence
1997,J46,condition_occurrence
1998,R42,condition_occurrence
1999,C169,condition_occurrence
2000,Z748,condition_occurrence
2001,X782,condition_occurrence
2002,S3240,condition_occurrence
2003,ANQ+234,procedure_occurrence
2004,V03AF07,drug_exposure_administration
2005,Z421,condition_occurrence
2006,Y579,condition_occurrence
2007,AHQP006,procedure_occurrence
2008,I611,condition_occurrence
2009,QEQX005,procedure_occurrence
2010,S02DC,drug_exposure_administration
2011,C435,condition_occurrence
2012,M4316,condition_occurrence
2013,EDSF005,procedure_occurrence
2014,JFFC001,procedure_occurrence
2015,E160,condition_occurrence
2016,E8350,condition_occurrence
2017,EBFA008,procedure_occurrence
2018,D519,condition_occurrence
2019,H401,condition_occurrence
2020,LHHH003,procedure_occurrence
2021,C251,condition_occurrence
2022,K712,condition_occurrence
2023,I952,condition_occurrence
2024,R040,condition_occurrence
2025,S3250,condition_occurrence
2026,PAFA010,procedure_occurrence
2027,T817,condition_occurrence
2028,JQGD006,procedure_occurrence
2029,DERP004,procedure_occurrence
2030,PCPA003,procedure_occurrence
2031,C169+8,condition_occurrence
2032,MJEC002,procedure_occurrence
2033,G710,condition_occurrence
2034,K508,condition_occurrence
2035,AJFC002,procedure_occurrence
2036,FCFC005,procedure_occurrence
2037,I431,condition_occurrence
2038,ZZQX122,procedure_occurrence
2039,B509,condition_occurrence
2040,C774,condition_occurrence
2041,HFLH001,procedure_occurrence
2042,T07,condition_occurrence
2043,ZFR+031,procedure_occurrence
2044,YYYY140,procedure_occurrence
2045,A411,condition_occurrence
2046,S610,condition_occurrence
2047,QEMA013,procedure_occurrence
2048,S01KA02,drug_exposure_administration
2049,I830,condition_occurrence
2050,K429,condition_occurrence
2051,M2555,condition_occurrence
2052,L01EJ01,drug_exposure_administration
2053,O682,condition_occurrence
2054,K803,condition_occurrence
2055,G259,condition_occurrence
2056,I803,condition_occurrence
2057,KDFA002,procedure_occurrence
2058,Y848,condition_occurrence
2059,S531,condition_occurrence
2060,I495,condition_occurrence
2061,C07AG02,drug_exposure_administration
2062,U119,condition_occurrence
2063,S3230,condition_occurrence
2064,Z5188+00,condition_occurrence
2065,PEQ+004,procedure_occurrence
2066,D351,condition_occurrence
2067,E6686,condition_occurrence
2068,ALQ+247,procedure_occurrence
2069,G404,condition_occurrence
2070,E103,condition_occurrence
2071,F402,condition_occurrence
2072,E222,condition_occurrence
2073,M480,condition_occurrence
2074,NEKA018,procedure_occurrence
2075,HQQ+136,procedure_occurrence
2076,JDQE003,procedure_occurrence
2077,I958,condition_occurrence
2078,F00142,condition_occurrence
2079,EQQP013,procedure_occurrence
2080,GFFA009,procedure_occurrence
2081,G711,condition_occurrence
2082,G410,condition_occurrence
2083,L02BA01,drug_exposure_administration
2084,ZZJH003,procedure_occurrence
2085,R05DA04,drug_exposure_administration
2086,J07BB02,drug_exposure_administration
2087,I770,condition_occurrence
2088,J05AR02,drug_exposure_administration
2089,L409,condition_occurrence
2090,E1110,condition_occurrence
2091,I1100,condition_occurrence
2092,Z298,condition_occurrence
2093,ZGQ+099,procedure_occurrence
2094,HLQX004,procedure_occurrence
2095,S01AD09,drug_exposure_administration
2096,GELE004,procedure_occurrence
2097,N03AX15,drug_exposure_administration
2098,GLR+139,procedure_occurrence
2099,J05AJ03,drug_exposure_administration
2100,K567,condition_occurrence
2101,G629,condition_occurrence
2102,C08CA02,drug_exposure_administration
2103,F330,condition_occurrence
2104,E6685,condition_occurrence
2105,HPFC001,procedure_occurrence
2106,E890,condition_occurrence
2107,C797,condition_occurrence
2108,K523,condition_occurrence
2109,JAQX005,procedure_occurrence
2110,Z716,condition_occurrence
2111,LHR+146,procedure_occurrence
2112,ZFQ+112,procedure_occurrence
2113,Z411,condition_occurrence
2114,D08AC52,drug_exposure_administration
2115,BDMA002,procedure_occurrence
2116,S1220,condition_occurrence
2117,S8200,condition_occurrence
2118,F10240,condition_occurrence
2119,R002,condition_occurrence
2120,AJQP001,procedure_occurrence
2121,AHQP011,procedure_occurrence
2122,QZQM001,procedure_occurrence
2123,F1002,condition_occurrence
2124,GGJB002,procedure_occurrence
2125,M671,condition_occurrence
2126,NZLB001,procedure_occurrence
2127,ZZQA003,procedure_occurrence
2128,K296,condition_occurrence
2129,QBPA001,procedure_occurrence
2130,QZJA023,procedure_occurrence
2131,QEQX004,procedure_occurrence
2132,ZZQX217,procedure_occurrence
2133,Z724,condition_occurrence
2134,R452,condition_occurrence
2135,E756,condition_occurrence
2136,MBCB002,procedure_occurrence
2137,Z503,condition_occurrence
2138,T439,condition_occurrence
2139,M819,condition_occurrence
2140,MBCA005,procedure_occurrence
2141,S8230,condition_occurrence
2142,ACFA010,procedure_occurrence
2143,FAFA014,procedure_occurrence
2144,I2110,condition_occurrence
2145,N281,condition_occurrence
2146,JKQE001,procedure_occurrence
2147,JAHJ006,procedure_occurrence
2148,Z451,condition_occurrence
2149,ALQP004,procedure_occurrence
2150,JJFA007,procedure_occurrence
2151,K868,condition_occurrence
2152,S273,condition_occurrence
2153,N804,condition_occurrence
2154,S02AA16,drug_exposure_administration
2155,B9681,condition_occurrence
2156,K632,condition_occurrence
2157,R932,condition_occurrence
2158,ZZQX103,procedure_occurrence
2159,M758,condition_occurrence
2160,K260,condition_occurrence
2161,HLHJ006,procedure_occurrence
2162,QEMA020,procedure_occurrence
2163,HSQ+043,procedure_occurrence
2164,D07AB08,drug_exposure_administration
2165,N911,condition_occurrence
2166,Z94803,condition_occurrence
2167,Z85804,condition_occurrence
2168,Z714,condition_occurrence
2169,JKFA026,procedure_occurrence
2170,ZZMP017,procedure_occurrence
2171,JJFA004,procedure_occurrence
2172,J848,condition_occurrence
2173,C257,condition_occurrence
2174,QEQK005,procedure_occurrence
2175,S619,condition_occurrence
2176,PDFA001,procedure_occurrence
2177,U82100,condition_occurrence
2178,AHQB013,procedure_occurrence
2179,S4210,condition_occurrence
2180,AFLB008,procedure_occurrence
2181,E162,condition_occurrence
2182,I2108,condition_occurrence
2183,O049,condition_occurrence
2184,YYYY025,procedure_occurrence
2185,FDQX007,procedure_occurrence
2186,L01EA03,drug_exposure_administration
2187,B349,condition_occurrence
2188,Z5961,condition_occurrence
2189,F103,condition_occurrence
2190,S2730,condition_occurrence
2191,NDPA011,procedure_occurrence
2192,S01BC03,drug_exposure_administration
2193,EBQM900,procedure_occurrence
2194,GEQJ237,procedure_occurrence
2195,H814,condition_occurrence
2196,F313,condition_occurrence
2197,E6609,condition_occurrence
2198,JDLD002,procedure_occurrence
2199,D08AX07,drug_exposure_administration
2200,S0240,condition_occurrence
2201,K572,condition_occurrence
2202,FCFA005,procedure_occurrence
2203,G990,condition_occurrence
2204,M0599,condition_occurrence
2205,F688,condition_occurrence
2206,C884,condition_occurrence
2207,QBFA007,procedure_occurrence
2208,C02AB02,drug_exposure_administration
2209,G628,condition_occurrence
2210,F431,condition_occurrence
2211,Z467,condition_occurrence
2212,D693,condition_occurrence
2213,N921,condition_occurrence
2214,M329,condition_occurrence
2215,J01MA06,drug_exposure_administration
2216,ALM+139,procedure_occurrence
2217,JDJE001,procedure_occurrence
2218,M1901,condition_occurrence
2219,EEFA001,procedure_occurrence
2220,G560,condition_occurrence
2221,ZZQ+027,procedure_occurrence
2222,X649,condition_occurrence
2223,T794,condition_occurrence
2224,QZQX032,procedure_occurrence
2225,J458,condition_occurrence
2226,PZMA004,procedure_occurrence
2227,D591,condition_occurrence
2228,NZHB002,procedure_occurrence
2229,K811,condition_occurrence
2230,LDQK002,procedure_occurrence
2231,S810,condition_occurrence
2232,K210,condition_occurrence
2233,F01201,condition_occurrence
2234,L029,condition_occurrence
2235,B369,condition_occurrence
2236,M485,condition_occurrence
2237,Z087,condition_occurrence
2238,I615,condition_occurrence
2239,L04AA29,drug_exposure_administration
2240,KCQX005,procedure_occurrence
2241,G10,condition_occurrence
2242,T784,condition_occurrence
2243,I421,condition_occurrence
2244,Z833,condition_occurrence
2245,K658,condition_occurrence
2246,ABCA002,procedure_occurrence
2247,S0230,condition_occurrence
2248,O009,condition_occurrence
2249,H540,condition_occurrence
2250,R54+0,condition_occurrence
2251,K858,condition_occurrence
2252,J958,condition_occurrence
2253,DEQF002,procedure_occurrence
2254,I455,condition_occurrence
2255,HSM+297,procedure_occurrence
2256,N62,condition_occurrence
2257,M750,condition_occurrence
2258,I710,condition_occurrence
2259,N393,condition_occurrence
2260,QEFA020,procedure_occurrence
2261,F410,condition_occurrence
2262,DBKA011,procedure_occurrence
2263,M796,condition_occurrence
2264,I7000,condition_occurrence
2265,F230,condition_occurrence
2266,H903,condition_occurrence
2267,E149,condition_occurrence
2268,GLJ+255,procedure_occurrence
2269,R071,condition_occurrence
2270,PAQL002,procedure_occurrence
2271,J170,condition_occurrence
2272,S011,condition_occurrence
2273,EQQP012,procedure_occurrence
2274,Z903,condition_occurrence
2275,I490,condition_occurrence
2276,ZZQX153,procedure_occurrence
2277,G8101,condition_occurrence
2278,ZCQJ006,procedure_occurrence
2279,HNFA007,procedure_occurrence
2280,BGLB001,procedure_occurrence
2281,EQLA002,procedure_occurrence
2282,J451,condition_occurrence
2283,S01BA07,drug_exposure_administration
2284,G822,condition_occurrence
2285,F400,condition_occurrence
2286,P01BF01,drug_exposure_administration
2287,N06DX02,drug_exposure_administration
2288,EQRP002,procedure_occurrence
2289,NFFA004,procedure_occurrence
2290,DBMA008,procedure_occurrence
2291,R58,condition_occurrence
2292,G401,condition_occurrence
2293,Z430,condition_occurrence
2294,L270,condition_occurrence
2295,R413,condition_occurrence
2296,M109,condition_occurrence
2297,E105,condition_occurrence
2298,AHPA017,procedure_occurrence
2299,Z930,condition_occurrence
2300,O300,condition_occurrence
2301,R065,condition_occurrence
2302,N971,condition_occurrence
2303,EQLF004,procedure_occurrence
2304,I801,condition_occurrence
2305,J05AR21,drug_exposure_administration
2306,B955,condition_occurrence
2307,PBQM002,procedure_occurrence
2308,R02AA06,drug_exposure_administration
2309,H811,condition_occurrence
2310,J01AA12,drug_exposure_administration
2311,DAQM003,procedure_occurrence
2312,I2198,condition_occurrence
2313,N07XX07,drug_exposure_administration
2314,E1118,condition_occurrence
2315,T188,condition_occurrence
2316,G442,condition_occurrence
2317,C800,condition_occurrence
2318,AHPA009,procedure_occurrence
2319,HGCA008,procedure_occurrence
2320,B963,condition_occurrence
2321,EDAF003,procedure_occurrence
2322,MCCB004,procedure_occurrence
2323,I151,condition_occurrence
2324,S700,condition_occurrence
2325,D860,condition_occurrence
2326,Y836,condition_occurrence
2327,N700,condition_occurrence
2328,S018,condition_occurrence
2329,I891,condition_occurrence
2330,YYYY250,procedure_occurrence
2331,ANQ+217,procedure_occurrence
2332,H269,condition_occurrence
2333,LBCA006,procedure_occurrence
2334,R03AK10,drug_exposure_administration
2335,C09BA05,drug_exposure_administration
2336,O714,condition_occurrence
2337,J342,condition_occurrence
2338,HEFE003,procedure_occurrence
2339,Z6028,condition_occurrence
2340,GEJE001,procedure_occurrence
2341,G400,condition_occurrence
2342,E220,condition_occurrence
2343,I680,condition_occurrence
2344,J05AX18,drug_exposure_administration
2345,O720,condition_occurrence
2346,ALQP005,procedure_occurrence
2347,I890,condition_occurrence
2348,D180,condition_occurrence
2349,L299,condition_occurrence
2350,C159,condition_occurrence
2351,N44,condition_occurrence
2352,O640,condition_occurrence
2353,C711,condition_occurrence
2354,K071,condition_occurrence
2355,D110,condition_occurrence
2356,N801,condition_occurrence
2357,F03+0,condition_occurrence
2358,DKR+195,procedure_occurrence
2359,R2638,condition_occurrence
2360,YYYY172,procedure_occurrence
2361,JNMD001,procedure_occurrence
2362,L04AX07,drug_exposure_administration
2363,FCQX028,procedure_occurrence
2364,Z321,condition_occurrence
2365,NZFA010,procedure_occurrence
2366,O241,condition_occurrence
2367,FCFA004,procedure_occurrence
2368,HKPA004,procedure_occurrence
2369,N111,condition_occurrence
2370,AHLB001,procedure_occurrence
2371,DCJA001,procedure_occurrence
2372,AHQP008,procedure_occurrence
2373,F640,condition_occurrence
2374,S8270,condition_occurrence
2375,C03DB01,drug_exposure_administration
2376,CDLA003,procedure_occurrence
2377,GLR+226,procedure_occurrence
2378,I441,condition_occurrence
2379,G248,condition_occurrence
2380,S01AA26,drug_exposure_administration
2381,QZJA013,procedure_occurrence
2382,Z038,condition_occurrence
2383,DDMA015,procedure_occurrence
2384,QZLA004,procedure_occurrence
2385,L732,condition_occurrence
2386,C770,condition_occurrence
2387,MACA001,procedure_occurrence
2388,I829,condition_occurrence
2389,J208,condition_occurrence
2390,C819,condition_occurrence
2391,Z864,condition_occurrence
2392,K740,condition_occurrence
2393,K835,condition_occurrence
2394,G521,condition_occurrence
2395,HHQX004,procedure_occurrence
2396,GLLP006,procedure_occurrence
2397,R161,condition_occurrence
2398,R4810,condition_occurrence
2399,Z998,condition_occurrence
2400,D763,condition_occurrence
2401,T835,condition_occurrence
2402,J06BB01,drug_exposure_administration
2403,A10BH03,drug_exposure_administration
2404,M4802,condition_occurrence
2405,S066,condition_occurrence
2406,Z653,condition_occurrence
2407,U900,condition_occurrence
2408,QZNP004,procedure_occurrence
2409,Z863,condition_occurrence
2410,I983,condition_occurrence
2411,J851,condition_occurrence
2412,AAQP010,procedure_occurrence
2413,I630,condition_occurrence
2414,J01DH03,drug_exposure_administration
2415,N328,condition_occurrence
2416,F00901,condition_occurrence
2417,S271,condition_occurrence
2418,W188,condition_occurrence
2419,Z907,condition_occurrence
2420,K649,condition_occurrence
2421,N318,condition_occurrence
2422,N312,condition_occurrence
2423,C830,condition_occurrence
2424,J206,condition_occurrence
2425,G308,condition_occurrence
2426,Z901,condition_occurrence
2427,R798,condition_occurrence
2428,Z006,condition_occurrence
2429,AMQP014,procedure_occurrence
2430,LHQK005,procedure_occurrence
2431,S099,condition_occurrence
2432,EEFA004,procedure_occurrence
2433,G419,condition_occurrence
2434,H901,condition_occurrence
2435,ACQH002,procedure_occurrence
2436,J155,condition_occurrence
2437,I359,condition_occurrence
2438,S6230,condition_occurrence
2439,O757,condition_occurrence
2440,M993,condition_occurrence
2441,Z490,condition_occurrence
2442,S400,condition_occurrence
2443,NEKA006,procedure_occurrence
2444,EQR+175,procedure_occurrence
2445,A498,condition_occurrence
2446,S7220,condition_occurrence
2447,JANE005,procedure_occurrence
2448,JRQP001,procedure_occurrence
2449,JDGE001,procedure_occurrence
2450,HFCC001,procedure_occurrence
2451,MCCA011,procedure_occurrence
2452,R01AD09,drug_exposure_administration
2453,S934,condition_occurrence
2454,O358,condition_occurrence
2455,EQRP008,procedure_occurrence
2456,Z94802,condition_occurrence
2457,O992,condition_occurrence
2458,Z8000,condition_occurrence
2459,MZQK003,procedure_occurrence
2460,Z4588,condition_occurrence
2461,Z933,condition_occurrence
2462,GFFA029,procedure_occurrence
2463,I513,condition_occurrence
2464,S300,condition_occurrence
2465,R632,condition_occurrence
2466,A03AX58,drug_exposure_administration
2467,Z720,condition_occurrence
2468,DCJB001,procedure_occurrence
2469,E161,condition_occurrence
2470,S272,condition_occurrence
2471,T857,condition_occurrence
2472,JQQJ037,procedure_occurrence
2473,O991,condition_occurrence
2474,I249,condition_occurrence
2475,S0660,condition_occurrence
2476,O601,condition_occurrence
2477,B91,condition_occurrence
2478,B909,condition_occurrence
2479,AHLB009,procedure_occurrence
2480,D376,condition_occurrence
2481,Z634,condition_occurrence
2482,Z5913,condition_occurrence
2483,M2551,condition_occurrence
2484,F00210,condition_occurrence
2485,N811,condition_occurrence
2486,I2120,condition_occurrence
2487,AFFA007,procedure_occurrence
2488,J980,condition_occurrence
2489,M175,condition_occurrence
2490,JDQD002,procedure_occurrence
2491,S01EC54,drug_exposure_administration
2492,T828,condition_occurrence
2493,QZMP004,procedure_occurrence
2494,I409,condition_occurrence
2495,D430,condition_occurrence
2496,M8098,condition_occurrence
2497,ZZM+159,procedure_occurrence
2498,M353,condition_occurrence
2499,LAQK002,procedure_occurrence
2500,P01BF05,drug_exposure_administration
2501,QEQM001,procedure_occurrence
2502,D420,condition_occurrence
2503,Z902,condition_occurrence
2504,JKFA031,procedure_occurrence
2505,I7090,condition_occurrence
2506,M5457,condition_occurrence
2507,K852,condition_occurrence
2508,B9680,condition_occurrence
2509,J05AR19,drug_exposure_administration
2510,ZZMP015,procedure_occurrence
2511,B01AB09,drug_exposure_administration
2512,I832,condition_occurrence
2513,MKQ+001,procedure_occurrence
2514,ZANL001,procedure_occurrence
2515,S618,condition_occurrence
2516,Z659,condition_occurrence
2517,R03AL08,drug_exposure_administration
2518,D01BA02,drug_exposure_administration
2519,I808,condition_occurrence
2520,T797,condition_occurrence
2521,PBQM003,procedure_occurrence
2522,G800,condition_occurrence
2523,C4958,condition_occurrence
2524,I21100,condition_occurrence
2525,E781,condition_occurrence
2526,Z980,condition_occurrence
2527,E877,condition_occurrence
2528,A402,condition_occurrence
2529,F3211,condition_occurrence
2530,EZQM001,procedure_occurrence
2531,S2250,condition_occurrence
2532,S730,condition_occurrence
2533,K754,condition_occurrence
2534,A10BJ05,drug_exposure_administration
2535,F509,condition_occurrence
2536,O366,condition_occurrence
2537,GFFC002,procedure_occurrence
2538,DBKA010,procedure_occurrence
2539,N049,condition_occurrence
2540,Z313,condition_occurrence
2541,JVQP007,procedure_occurrence
2542,M4140,condition_occurrence
2543,AHPA022,procedure_occurrence
2544,Z598,condition_occurrence
2545,D012,condition_occurrence
2546,P02CA03,drug_exposure_administration
2547,I792,condition_occurrence
2548,E6624,condition_occurrence
2549,I288,condition_occurrence
2550,R06AX22,drug_exposure_administration
2551,K910,condition_occurrence
2552,Z917,condition_occurrence
2553,HFCC003,procedure_occurrence
2554,C501,condition_occurrence
2555,R700,condition_occurrence
2556,EASF010,procedure_occurrence
2557,J01DC01,drug_exposure_administration
2558,G825,condition_occurrence
2559,H900,condition_occurrence
2560,M7961,condition_occurrence
2561,I361,condition_occurrence
2562,O0490,condition_occurrence
2563,M199,condition_occurrence
2564,Y423,condition_occurrence
2565,R03AL06,drug_exposure_administration
2566,GLMP001,procedure_occurrence
2567,E831,condition_occurrence
2568,JAHH002,procedure_occurrence
2569,G250,condition_occurrence
2570,LMMA010,procedure_occurrence
2571,YYYY190,procedure_occurrence
2572,S008,condition_occurrence
2573,G253,condition_occurrence
2574,GLLP003,procedure_occurrence
2575,T861,condition_occurrence
2576,C07AB05,drug_exposure_administration
2577,D431,condition_occurrence
2578,N288,condition_occurrence
2579,EZMA001,procedure_occurrence
2580,R490,condition_occurrence
2581,N181,condition_occurrence
2582,HHSE002,procedure_occurrence
2583,I493,condition_occurrence
2584,EEAF003,procedure_occurrence
2585,S064,condition_occurrence
2586,G638,condition_occurrence
2587,DZQN002,procedure_occurrence
2588,G22,condition_occurrence
2589,NGMP001,procedure_occurrence
2590,G600,condition_occurrence
2591,GLQP008,procedure_occurrence
2592,EPLF005,procedure_occurrence
2593,L02BB04,drug_exposure_administration
2594,J05AF05,drug_exposure_administration
2595,C08CA11,drug_exposure_administration
2596,C629,condition_occurrence
2597,K860,condition_occurrence
2598,O603,condition_occurrence
2599,N924,condition_occurrence
